,MSE_qm_test,MAE_qm_test,lh_qm_test,MSE_cl_test,MAE_cl_test,lh_cl_test
0,0.03143738986797191,0.12436820325649878,0.6761378294912874,0.03383645060618464,0.12861465077417378,0.7016891056978855
1,0.03393902920140329,0.12965869051532072,0.7347722550839529,0.037748066569197956,0.13705063231706385,0.7649003105123069
2,0.0499428683366767,0.1578269287073933,1.3299935118271147,0.056566849771586734,0.1691641471194252,1.4522281888057682
3,0.025576838902300895,0.1075347398594149,0.753090656589925,0.028515682683980425,0.11425943623866729,0.8224378203241307
4,0.04397180973502087,0.1366310263024028,0.8585965427462492,0.048169133573678004,0.1423459345427579,0.8907556407192407
5,0.03276743373055268,0.1210945463723864,0.9689547485797385,0.035353565318251075,0.12643704445704262,1.0105790945283393
6,0.0233663590357422,0.0998154945078146,0.6040860636258558,0.027371553500066467,0.1096440825680025,0.6700527196611503
7,0.03390139726097288,0.12415557350394242,0.9086185013139114,0.036810739036553845,0.1303486110869945,0.9488496410273068
8,0.04049101851122335,0.13563806051404673,0.7668227142281896,0.045496246622080856,0.14456692176423966,0.8277167812360946
9,0.02898684130935291,0.11584541030939353,0.6485198199456769,0.03324510278884323,0.12152588976222463,0.6939662356795067
10,0.03186275222730994,0.12615755850275576,0.7683010589135079,0.03776536751525164,0.13868705600879455,0.8577549996436051
11,0.03179393714321939,0.12310374725280941,0.8558422762518625,0.0349416357052127,0.1284917742131443,0.8974791989823486
12,0.037816257335256974,0.13785751917838535,0.7319776786491996,0.04163055925329618,0.14658411282405373,0.7950014211640085
13,0.026346083813234052,0.11255975057788682,0.7414625228357409,0.030281736522676118,0.12068552729926031,0.7908337772293197
14,0.036900104246693495,0.12639554846334192,0.7590537536505052,0.04183809964822059,0.1336263451489422,0.8200829928283355
15,0.03963236760693933,0.13812732028997476,0.9068049972035628,0.044251623975815606,0.14751243078081058,1.0075346553601787
16,0.02294536561018275,0.10835092320522108,0.6827469049313369,0.02677463527091594,0.11682496599083327,0.7171630066113069
17,0.02137501027726419,0.09921693848813018,0.7511648203837054,0.024195153736744864,0.10460158284401612,0.7913198562710448
18,0.03963539215938776,0.14024097936126986,0.8386682307060681,0.04727017220497669,0.15747048129967894,0.9672237190297672
19,0.04024756478779353,0.13430080822217397,0.8056971365486544,0.044450558934501734,0.1424370026691805,0.8415040383479223
20,0.024862115048157753,0.11079252416270895,0.7130373009128934,0.031140178827517826,0.12373323257641933,0.7874005723306201
21,0.032217302489798344,0.11902845138593368,0.8363274046256057,0.034356822637762394,0.12291123061390762,0.8636265392031024
22,0.023313600900499366,0.10246743759058971,0.4250508069100324,0.027589902345312917,0.11077485052806826,0.4624922121904307
23,0.03155757177017994,0.11953381281054215,0.7116973204137358,0.034693511944165485,0.12431787573733177,0.7392986939931141
24,0.03311215250841299,0.12392866840301096,0.7151316386417149,0.0362195852841758,0.13019061799650786,0.765650091200488
25,0.0031303658078223615,0.05165139353655657,0.2788157530355128,0.003038428795361147,0.051589025736650584,0.27524697478124804
26,0.031012197822980796,0.12159242854164605,0.5295468911199959,0.03479087622223363,0.13029164819070602,0.577557739587178
27,0.030399132292567865,0.11714015132968934,0.5700760058714173,0.035342330137763195,0.12665755259920608,0.6128638807881914
28,0.029180761263535082,0.11154307159459848,0.9653032697217425,0.03269503685066579,0.11719750153018672,1.022510784489661
29,0.031177662858049942,0.12144846727194256,0.6533581694386537,0.04022842653160209,0.1391584825297341,0.7272362167913576
30,0.03238691312177698,0.12064794201578072,0.6767450510997831,0.03515477229781234,0.12528887189194862,0.7104025669244466
31,0.027853165045995602,0.11778244400508975,0.7718005355260669,0.03189658485508881,0.12557652577882414,0.8337722461394358
32,0.036436881453996345,0.1266819231592255,0.800814239762253,0.041129601818358834,0.1350765844021623,0.8780230727831702
33,0.03299390540846808,0.12319033400521759,0.8234673179266638,0.03836766611565973,0.1315003213470183,0.893844383508496
34,0.03417274591297559,0.12708456896924922,0.6942502713540146,0.04275851455745156,0.144127019087298,0.8175405359788706
35,0.028014231204198447,0.11235488416484728,0.7478411427207279,0.02989092649402122,0.1153085965549125,0.7714404834318739
36,0.026937185669130177,0.09597591249182798,0.5640702148250047,0.03170219028339706,0.10126018997252932,0.6342698596614536
37,0.023464743380053256,0.10095442506512055,0.5560410595737268,0.026522314595412162,0.10594643815379812,0.5847035537173504
38,0.023611000177921337,0.09811597352042577,0.5484891973191808,0.02681185139220516,0.10602913617303585,0.5876629748657236
39,0.03093900640759696,0.11485025563255928,0.7897810971956964,0.03586274675004403,0.12396174165293963,0.8868794117255387
40,0.03523205809875606,0.12349507681366335,0.6269156573638899,0.03823795416361586,0.12954112689595315,0.6732043627300635
41,0.026967030723549335,0.11617898583977454,0.5899310141560279,0.03381847301070562,0.13050940563407823,0.6746705875573653
42,0.028731767485348534,0.11231193924897426,0.7213339085850946,0.032096340906060186,0.11830879320241254,0.7608621071995131
43,0.03846956606924343,0.1281929615353877,1.262677645442559,0.042950742901947225,0.13710887293251875,1.3773064454254882
44,0.025944089839399886,0.10895433471478441,0.6344718027952492,0.031112033911916193,0.11919360574043118,0.6981955885564521
45,0.02791311208648987,0.11806118230370935,0.8214599640460731,0.032557925480267626,0.12564818923859455,0.8826473649402897
46,0.025945842500925693,0.09997510654288536,0.508396256360961,0.029176347199216444,0.10464714832269256,0.5315719578141276
47,0.025567058755829913,0.0998163273960996,0.6037802116598661,0.027888038153677037,0.10334746137033095,0.632495780108594
48,0.03001472014354281,0.11075218397656675,0.9681217111423128,0.03551488203864731,0.12044207617518678,1.0655104824526485
49,0.030728109539475898,0.11229218972803058,0.4988697028102927,0.03370708586554791,0.11822920887646561,0.5192330442451212
50,0.006629457112413343,0.07036835922838776,0.28107503175087944,0.009354845734624032,0.08065587596619575,0.33957929519941443
51,0.020881341131427547,0.09225594446175438,0.7019263849428223,0.02358559293613229,0.09881677680773011,0.7799269703169961
52,0.02438619842582122,0.09997969387546042,0.5556059346137789,0.026644548788153626,0.10597551994274229,0.5899923004625798
53,0.026164957486526558,0.10933052620092987,0.6274352219974092,0.029845090562383405,0.11673710062744684,0.65360856329142
54,0.030202189589799,0.1103429914230112,0.7730637146862591,0.03472704737795113,0.1181530279208405,0.8412023704694203
55,0.015527191128256635,0.07631583483743917,0.43721340468872505,0.017778430292764782,0.07941276293087379,0.44320604882326625
56,0.040674385151361236,0.12767957640527958,1.0993073668368876,0.04340686456702088,0.1331218627474585,1.1315545803636282
57,0.02619262555116772,0.1064803011107658,0.6057319722687009,0.03185132718702357,0.11653322146797902,0.6615880925943836
58,0.02920951464549385,0.11744092438230908,0.6996252277761695,0.03330347123613719,0.12542246397758036,0.7523392731971211
59,0.026247126864414112,0.11180583356955562,0.6557571593944412,0.03312229183048109,0.12534451122469767,0.7506120659182173
60,0.032277616213018785,0.12271177424530881,0.6737856850121151,0.03601039472669612,0.12930941441421492,0.7169407061221142
61,0.03644888846957406,0.12789450960426949,1.040273440916156,0.04143406053498427,0.13739525998347163,1.1609447978030756
62,0.0332996316052063,0.12253617782457402,0.6687609861804509,0.037449496178525624,0.12963354650503128,0.7110286336330882
63,0.029782375152974456,0.1146324664672465,0.770731070271566,0.03427349862036778,0.12369416208226615,0.8385768919750853
64,0.040640192359468315,0.13306954321489342,0.8880194731134892,0.044783146853544294,0.13985165153992804,0.9404947302339448
65,0.024614978183854913,0.10592761158632799,0.5538232820991297,0.0277534521669786,0.11269314137443276,0.5753278115745617
66,0.03155296269485058,0.11733808873987461,1.0289839891050694,0.036426502147519337,0.12581600617615882,1.0848782407441337
67,0.03699836698020287,0.12320233401728928,0.9275252042802988,0.04082897161564782,0.12906747644457708,0.978727384981523
68,0.04027863495787262,0.13685534782223893,0.789385370230971,0.044050702249700355,0.14365118489535786,0.8188748250477289
69,0.028366353955483526,0.11396820464767617,0.5940897170547377,0.031739369128483165,0.12036790174883616,0.6192158708877478
70,0.034962366929298286,0.125625041284268,0.8190296187812407,0.03852982546017724,0.13257373191777033,0.8737988808726599
71,0.03344941559992615,0.13560012159100243,0.839987166157617,0.03961194974210694,0.14692617879566885,0.8964360135842097
72,0.05723282318441209,0.17515236524935826,1.3869290721502474,0.062158575957627776,0.18592822086851585,1.5032548811762885
73,0.02482502612204243,0.09747778369182723,0.6953823814749462,0.026043711297918406,0.09983071316015685,0.7250383147626764
74,0.03471468581381952,0.12763628169751806,0.949608596377949,0.04241556035396091,0.14000580089120335,1.0426690687511537
75,0.022293519797055777,0.09877907123463817,0.5387509964956417,0.026933790617874712,0.10720979161002023,0.5906632157123416
76,0.03290796307095814,0.1251555454412629,0.8104853803351368,0.037399391711188334,0.1335203828552604,0.8840228383087037
77,0.03951183711952009,0.12854853761140533,0.7488080527900682,0.042944205871873524,0.13437036160971555,0.782823357401863
78,0.03700096591667235,0.12208574178945926,1.2630521224127806,0.03913396711698059,0.1260805364221641,1.301304578267462
79,0.029621220968846593,0.10612782412317015,0.7777430652892696,0.035210686982577864,0.11492424710025376,0.864819031990014
80,0.026422238355817612,0.10357310554457069,0.7204927010742289,0.02927047122981533,0.10851396670210813,0.7790306325956677
81,0.026774526572442583,0.11489095666149601,0.7962602566084274,0.031169855191598258,0.12274475039588509,0.8796785744872564
82,0.026246551876804528,0.09897233649564,0.6274537625520551,0.030293339143527075,0.10695025355467687,0.6984797254307942
83,0.026814437450218467,0.10264695108691113,0.6392071481459496,0.03054403027238121,0.10887410473928134,0.685829146336221
84,0.03714315816388949,0.12968720495781538,1.0151402220541101,0.042949476811588075,0.1405456515040795,1.1358976110799528
85,0.034643123864634154,0.1225824564892667,0.7789105037132591,0.03906968252580402,0.13049443646244963,0.8335917343366316
86,0.027980996295594807,0.10909613384187608,0.8944461800299288,0.03520154461208938,0.12163041616063064,1.0401989116296595
87,0.021992194086254153,0.09485352149505097,0.5749267230300681,0.024845777760559115,0.09973794545865805,0.6182536822584275
88,0.03207747487905259,0.1338864075273735,0.5946757486806817,0.03882012949698133,0.1467772274019432,0.6454901144471388
89,0.05367916437618149,0.1572864498204604,1.0751545756875007,0.056610018179585685,0.1624967959119943,1.11892597209405
90,0.03390352465257196,0.1257649837912204,0.7304712621691352,0.03763199464092204,0.13406380260789694,0.8049133121447796
91,0.029241254555929366,0.10779720519701233,0.5679408389373022,0.031204185581776022,0.11200494410288012,0.5780854762959271
92,0.02477519367299354,0.10837561836107648,0.6083811184539751,0.030026327942265816,0.11710861573501911,0.6608623296776263
93,0.032247221408814974,0.11275821448417804,0.9926438929025487,0.03901127021270036,0.1287973586319308,1.1990436669320244
94,0.01741810310733974,0.09400276286654788,0.6234614708246325,0.021171361151088416,0.10205261604306484,0.6848182852418687
95,0.02874267112179506,0.1107150254995453,0.7633338886209251,0.03216337247369449,0.11595614035922722,0.8078928996557817
96,0.036493556531093325,0.1342974958275132,0.694535760993829,0.04123437828149798,0.1436220006491027,0.7316756713722975
97,0.0206427347985485,0.0972175728667848,0.6800355106605367,0.02563250714925331,0.10503067146022857,0.7256745637546747
98,0.020714589546205444,0.09694954085345324,0.6898697751979238,0.02363244979600786,0.10402032069141495,0.7544563596042393
99,0.04114553220341728,0.13515266839253268,1.0872638509165644,0.044462887768558265,0.14152554424760933,1.128724129697145
