,MSE_qm_test,MAE_qm_test,lh_qm_test,MSE_cl_test,MAE_cl_test,lh_cl_test
0,0.11398085828801982,0.32208640733920635,2.0379368507707367,0.11593691626310511,0.3242372742905958,2.0474176943593467
1,0.11060355272756368,0.317725012549225,1.956329246935674,0.11361500119042503,0.3214194469922743,1.9714566336156758
2,0.14097362597699695,0.3573478328431241,2.7340702602477553,0.14324313836650315,0.3603428839186587,2.762629452267408
3,0.10948818430262605,0.3152349783672162,2.461767659923153,0.11162118099912173,0.31785906585879936,2.481390727051129
4,0.11638437858774706,0.32032971969915974,1.8499454937628097,0.11795401526784702,0.3222905890699933,1.8579878451724432
5,0.11536896676260772,0.322014384878437,2.539263090593001,0.11860991978699072,0.32592606773548916,2.592060810732091
6,0.10760986620945052,0.31013108756346913,2.0075082621580274,0.11239493704840688,0.31684846688824425,2.0350313144024064
7,0.11399108969354664,0.3218701806026075,2.332724111530835,0.11708995491459123,0.325803406524124,2.3660137303117867
8,0.11655994902637952,0.32153942040739764,2.2233188872033565,0.12116747225328779,0.32784706484915216,2.2650025956120494
9,0.11222347570917021,0.3161026073782743,2.1745547560541025,0.11441074806386221,0.3188550669734974,2.209194571950092
10,0.12362730777155193,0.336694315156689,2.0350063896008583,0.13123148423539482,0.3476681704751227,2.1050504006543505
11,0.11811685696441498,0.32703579053796655,2.335652379446304,0.12132729290039682,0.33123441971652995,2.34509262092531
12,0.11653427956016818,0.32323298291005825,2.259940436251572,0.11845423567049528,0.32553680257944345,2.278676679663535
13,0.10905324047135885,0.3115285111191575,2.2038968555343335,0.1107419667017898,0.3140578607249542,2.2136623457149165
14,0.10717682391550279,0.30819426470201433,2.4257101602614197,0.10990289499880636,0.31173059454403373,2.4890744585999514
15,0.1157059334948562,0.3226176314788044,2.2639171082087493,0.11794959162396533,0.32582368272214607,2.301699719048983
16,0.1176016898888601,0.3267801419677746,2.0299000399128175,0.12273965148596268,0.3334598561186747,2.0867773753852035
17,0.10331956897767633,0.3056116247724048,2.627166827328738,0.10512822116319244,0.30788161306113326,2.655180379366342
18,0.11818026147243349,0.3274118795325027,2.0562773824632323,0.12309882108589922,0.33526799236788074,2.094676386826497
19,0.11612912882520592,0.3207856583077151,2.4674580704543607,0.11916063875465412,0.32444434021344815,2.48015160220904
20,0.1101579050497791,0.3171093490516364,2.1709705869850264,0.11425990229307845,0.32280636299740917,2.2091942282219352
21,0.10856232178239565,0.3113461816995655,2.4017583888309364,0.11092431634687612,0.3152050884286522,2.4422984399392194
22,0.09937345487416875,0.3013275511252559,1.3737869733713781,0.10280360411726579,0.30648240159379947,1.388514222975016
23,0.10957208791890477,0.3146980866962112,2.083589266396782,0.11153719248536341,0.3162992609450889,2.110297683863431
24,0.1110315287119691,0.31719609074729044,2.0741053301900823,0.11418335407343916,0.3217443968287751,2.1137153945579383
25,0.06449898050161175,0.2513460274285535,1.7767187558138042,0.06424680693053057,0.2512401260752629,1.8065874403908806
26,0.10295498410014961,0.304855777205252,1.5505217871338122,0.106931266273581,0.31008510622868396,1.5786604387385395
27,0.11522170314229063,0.3221724355746111,1.6596037807720494,0.11768908342205743,0.3257987955777014,1.6654362023248133
